t,px,py,pz,vx,vy,vz,bax,bay,baz,wx,wy,wz,sigma_px,sigma_py,sigma_pz,sigma_vx,sigma_vy,sigma_vz,sigma_bax,sigma_bay,sigma_baz,sigma_wx,sigma_wy,sigma_wz,gps_used,gps_rejected,innovation_pos_norm,innovation_vel_norm
17.46,197.906094159151,-171.213976231991,-777.591829460836,7.76558194534671,-9.88991914095857,-53.6117970325493,0,0,0,0,0,0,117.576880644361,117.576880644361,117.576880644361,10.2467047089687,10.2467047089687,10.2467047089687,0.515491997998044,0.515491997998044,0.515491997998044,3.11435386557146,3.11435386557146,3.11435386557146,0,0,NaN,NaN
17.48,198.06126105649,-171.411761401932,-778.664036891669,7.75110778848422,-9.88859785315855,-53.6089460507019,0,0,0,0,0,0,117.76941208722,117.76941208722,117.76941208722,10.2556158908181,10.2556158908181,10.2556158908181,0.515509456751295,0.515509456751295,0.515509456751295,3.11448230047947,3.11448230047947,3.11448230047947,0,0,NaN,NaN
17.5,198.21615945075,-171.609523707535,-779.736199581436,7.73873163752042,-9.88763270719601,-53.607322926092,0,0,0,0,0,0,117.962118168888,117.962118168888,117.962118168888,10.2645296920999,10.2645296920999,10.2645296920999,0.515526914913291,0.515526914913291,0.515526914913291,3.11461073009131,3.11461073009131,3.11461073009131,0,0,NaN,NaN
17.52,198.370804252513,-171.807274093503,-780.808346875144,7.72574853879234,-9.88740588952472,-53.6074064446486,0,0,0,0,0,0,118.15499895949,118.15499895949,118.15499895949,10.2734461066967,10.2734461066967,10.2734461066967,0.515544372484092,0.515544372484092,0.515544372484092,3.11473915440762,3.11473915440762,3.11473915440762,0,0,NaN,NaN
17.54,198.525183254713,-172.005024985938,-781.880470151184,7.71215168121474,-9.88768335400647,-53.6049211593565,0,0,0,0,0,0,118.348054528997,118.348054528997,118.348054528997,10.2823651285101,10.2823651285101,10.2823651285101,0.515561829463757,0.515561829463757,0.515561829463757,3.11486757342907,3.11486757342907,3.11486757342907,0,0,NaN,NaN
17.56,198.67931455018,-172.202776633079,-782.952544333835,7.70097786546936,-9.88748136014069,-53.6024971057739,0,0,0,0,0,0,118.54128494723,118.54128494723,118.54128494723,10.2912867514612,10.2912867514612,10.2912867514612,0.515579285852347,0.515579285852347,0.515579285852347,3.11499598715631,3.11499598715631,3.11499598715631,0,0,NaN,NaN
17.58,198.833215420672,-172.400540168919,-784.024573438757,7.68910918376888,-9.88887222381509,-53.6004133863698,0,0,0,0,0,0,118.734690283855,118.734690283855,118.734690283855,10.3002109694899,10.3002109694899,10.3002109694899,0.515596741649921,0.515596741649921,0.515596741649921,3.11512439558999,3.11512439558999,3.11512439558999,0,0,NaN,NaN
17.6,198.986860639393,-172.598313088338,-785.096572757494,7.67541268836167,-9.88841971807405,-53.5995184873701,0,0,0,0,0,0,118.928270608389,118.928270608389,118.928270608389,10.3091377765554,10.3091377765554,10.3091377765554,0.515614196856541,0.515614196856541,0.515614196856541,3.11525279873077,3.11525279873077,3.11525279873077,0,0,NaN,NaN
17.62,199.140240374836,-172.796080158225,-786.168539546316,7.66256085584666,-9.88828727064315,-53.597160394874,0,0,0,0,0,0,119.122025990195,119.122025990195,119.122025990195,10.3180671666355,10.3180671666355,10.3180671666355,0.515631651472266,0.515631651472266,0.515631651472266,3.11538119657931,3.11538119657931,3.11538119657931,0,0,NaN,NaN
17.64,199.293361814067,-172.99384039558,-787.240458444923,7.64958306726348,-9.88773646489534,-53.5947294657916,0,0,0,0,0,0,119.315956498486,119.315956498486,119.315956498486,10.3269991337271,10.3269991337271,10.3269991337271,0.515649105497155,0.515649105497155,0.515649105497155,3.11550958913625,3.11550958913625,3.11550958913625,0,0,NaN,NaN
17.66,199.446233581222,-173.191591401174,-788.312331011152,7.63759364823023,-9.8873640945062,-53.5925271570978,0,0,0,0,0,0,119.510062202323,119.510062202323,119.510062202323,10.335933671846,10.335933671846,10.335933671846,0.515666558931269,0.515666558931269,0.515666558931269,3.11563797640225,3.11563797640225,3.11563797640225,0,0,NaN,NaN
17.68,199.5988579136,-173.389318996888,-789.384166731301,7.62483958957232,-9.88539547688744,-53.591044857809,0,0,0,0,0,0,119.704343170616,119.704343170616,119.704343170616,10.3448707750267,10.3448707750267,10.3448707750267,0.515684011774668,0.515684011774668,0.515684011774668,3.11576635837797,3.11576635837797,3.11576635837797,0,0,NaN,NaN
17.7,199.751230343393,-173.587022460292,-790.455959435729,7.61240338976101,-9.88495086343452,-53.5882255849677,0,0,0,0,0,0,119.898799472126,119.898799472126,119.898799472126,10.3538104373221,10.3538104373221,10.3538104373221,0.515701464027412,0.515701464027412,0.515701464027412,3.11589473506406,3.11589473506406,3.11589473506406,0,0,NaN,NaN
17.72,199.903363968735,-173.784712846716,-791.52771126995,7.60095914442371,-9.8840877789612,-53.5869578371379,0,0,0,0,0,0,120.093431175462,120.093431175462,120.093431175462,10.3627526528042,10.3627526528042,10.3627526528042,0.51571891568956,0.51571891568956,0.51571891568956,3.11602310646117,3.11602310646117,3.11602310646117,0,0,NaN,NaN
